ID;LOCAL;NUMERO;BAIRRO;ANO;DATA;HORA;CIDADE;ENDEREÇO;TIPO DE FURTO;DIA DA SEMANA
1243;IVO AFONSO;217;FIAO;2024;04/09/2024;08:00:00;SAO LEOPOLDO;IVO AFONSO, 217, FIAO, SAO LEOPOLDO;FIOS E CABOS;quarta-feira
1244;RHENO FAUTH;116;ARROIO DA MANTEIGA;2024;04/09/2024;14:00:00;SAO LEOPOLDO;RHENO FAUTH, 116, ARROIO DA MANTEIGA, SAO LEOPOLDO;SIMPLES;quarta-feira
1245;SAO JOAQUIM;1200;CENTRO;2024;04/09/2024;15:30:00;SAO LEOPOLDO;SAO JOAQUIM, 1200, CENTRO, SAO LEOPOLDO;SIMPLES;quarta-feira
1246;GETULIO VARGAS;952;CENTRO;2024;05/09/2024;09:00:00;SAO LEOPOLDO;GETULIO VARGAS, 952, CENTRO, SAO LEOPOLDO;ARROMBAMENTO;quinta-feira
1247;IDA SCHUCH;590;VICENTINA;2024;05/09/2024;09:30:00;SAO LEOPOLDO;IDA SCHUCH, 590, VICENTINA, SAO LEOPOLDO;QUALIFICADO;quinta-feira
1248;THOMAS EDSON;2696;SCHARLAU;2024;05/09/2024;11:00:00;SAO LEOPOLDO;THOMAS EDSON, 2696, SCHARLAU, SAO LEOPOLDO;SIMPLES;quinta-feira
1249;BRASIL;71;CENTRO;2024;06/09/2024;18:00:00;SAO LEOPOLDO;BRASIL, 71, CENTRO, SAO LEOPOLDO;QUALIFICADO;sexta-feira
1250;DOM PEDRO II;297;RIO BRANCO;2024;06/09/2024;11:00:00;SAO LEOPOLDO;DOM PEDRO II, 297, RIO BRANCO, SAO LEOPOLDO;RESIDENCIA;sexta-feira
1251;GONCALVES DIAS;104;JARDIM AMERICA;2024;06/09/2024;08:00:00;SAO LEOPOLDO;GONCALVES DIAS, 104, JARDIM AMERICA, SAO LEOPOLDO;QUALIFICADO;sexta-feira
1252;IDA SCHUCH;600;VICENTINA;2024;06/09/2024;10:00:00;SAO LEOPOLDO;IDA SCHUCH, 600, VICENTINA, SAO LEOPOLDO;QUALIFICADO;sexta-feira
1253;PRIMEIRO DE MARCO;32;CENTRO;2024;06/09/2024;23:30:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 32, CENTRO, SAO LEOPOLDO;FIOS E CABOS;sexta-feira
1254;SALDANHA DA GAMA;0;CENTRO;2024;06/09/2024;20:00:00;SAO LEOPOLDO;SALDANHA DA GAMA, 0, CENTRO, SAO LEOPOLDO;SIMPLES;sexta-feira
1255;SAO BORJA;0;JARDIM AMERICA;2024;06/09/2024;15:30:00;SAO LEOPOLDO;SAO BORJA, 0, JARDIM AMERICA, SAO LEOPOLDO;FIOS E CABOS;sexta-feira
1256;AMALIA GERNHARDT;81;RIO DOS SINOS;2024;07/09/2024;17:30:00;SAO LEOPOLDO;AMALIA GERNHARDT, 81, RIO DOS SINOS, SAO LEOPOLDO;QUALIFICADO;sábado
1257;AZAMBUJA FORTUNA;573;FIAO;2024;07/09/2024;21:30:00;SAO LEOPOLDO;AZAMBUJA FORTUNA, 573, FIAO, SAO LEOPOLDO;FIOS E CABOS;sábado
1258;INDEPENDENCIA;651;CENTRO;2024;07/09/2024;14:00:00;SAO LEOPOLDO;INDEPENDENCIA, 651, CENTRO, SAO LEOPOLDO;CELULAR;sábado
1259;JOAO ALVES PEREIRA;57;PINHEIRO;2024;07/09/2024;23:00:00;SAO LEOPOLDO;JOAO ALVES PEREIRA, 57, PINHEIRO, SAO LEOPOLDO;SIMPLES;sábado
1260;MARIO RODRIGUES;0;DUQUE DE CAXIAS;2024;07/09/2024;22:00:00;SAO LEOPOLDO;MARIO RODRIGUES, 0, DUQUE DE CAXIAS, SAO LEOPOLDO;VEICULO;sábado
1261;MARQUES DO HERVAL;184;CENTRO;2024;07/09/2024;12:00:00;SAO LEOPOLDO;MARQUES DO HERVAL, 184, CENTRO, SAO LEOPOLDO;VEICULO;sábado
1262;SENADOR SALGADO FILHO;4603;SANTOS DUMONT;2024;07/09/2024;04:00:00;SAO LEOPOLDO;SENADOR SALGADO FILHO, 4603, SANTOS DUMONT, SAO LEOPOLDO;SIMPLES;sábado
1263;DOUTOR PAULO UEBEL;99;CAMPESTRE;2024;08/09/2024;04:30:00;SAO LEOPOLDO;DOUTOR PAULO UEBEL, 99, CAMPESTRE, SAO LEOPOLDO;RESIDENCIA;domingo
1264;MANOEL RIBEIRO;281;RIO DOS SINOS;2024;08/09/2024;19:30:00;SAO LEOPOLDO;MANOEL RIBEIRO, 281, RIO DOS SINOS, SAO LEOPOLDO;VEICULO;domingo
1265;SENADOR SALGADO FILHO;686;CAMPINA;2024;08/09/2024;16:00:00;SAO LEOPOLDO;SENADOR SALGADO FILHO, 686, CAMPINA, SAO LEOPOLDO;RESIDENCIA;domingo
1266;CONCEICAO;621;CENTRO;2024;09/09/2024;06:00:00;SAO LEOPOLDO;CONCEICAO, 621, CENTRO, SAO LEOPOLDO;QUALIFICADO;segunda-feira
1267;INDEPENDENCIA;714;CENTRO;2024;09/09/2024;09:30:00;SAO LEOPOLDO;INDEPENDENCIA, 714, CENTRO, SAO LEOPOLDO;SIMPLES;segunda-feira
1268;MANOEL JOSE BRAS;1450;SANTOS DUMONT;2024;09/09/2024;05:00:00;SAO LEOPOLDO;MANOEL JOSE BRAS, 1450, SANTOS DUMONT, SAO LEOPOLDO;VEICULO;segunda-feira
1269;AZAMBUJA FORTUNA;573;FIAO;2024;10/09/2024;23:30:00;SAO LEOPOLDO;AZAMBUJA FORTUNA, 573, FIAO, SAO LEOPOLDO;FIOS E CABOS;terça-feira
1270;DOUTOR HILLEBRAND;642;RIO DOS SINOS;2024;10/09/2024;11:30:00;SAO LEOPOLDO;DOUTOR HILLEBRAND, 642, RIO DOS SINOS, SAO LEOPOLDO;SIMPLES;terça-feira
1271;GRAMADO;330;ARROIO DA MANTEIGA;2024;10/09/2024;06:00:00;SAO LEOPOLDO;GRAMADO, 330, ARROIO DA MANTEIGA, SAO LEOPOLDO;QUALIFICADO;terça-feira
1272;PRIMEIRO DE MARCO;708;CENTRO;2024;10/09/2024;16:30:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 708, CENTRO, SAO LEOPOLDO;CELULAR;terça-feira
1273;SAO JOAQUIM;1200;CENTRO;2024;10/09/2024;09:00:00;SAO LEOPOLDO;SAO JOAQUIM, 1200, CENTRO, SAO LEOPOLDO;SIMPLES;terça-feira
1274;SAO PEDRO;1906;CENTRO;2024;10/09/2024;12:00:00;SAO LEOPOLDO;SAO PEDRO, 1906, CENTRO, SAO LEOPOLDO;COMERCIO;terça-feira
1275;BRASIL;71;CENTRO;2024;11/09/2024;00:00:00;SAO LEOPOLDO;BRASIL, 71, CENTRO, SAO LEOPOLDO;QUALIFICADO;quarta-feira
1276;CORONEL ATALIBIO TAURINO DE REZENDE;1399;RIO DOS SINOS;2024;11/09/2024;14:00:00;SAO LEOPOLDO;CORONEL ATALIBIO TAURINO DE REZENDE, 1399, RIO DOS SINOS, SAO LEOPOLDO;CELULAR;quarta-feira
1277;DOUTOR HILLEBRAND;1202;RIO DOS SINOS;2024;11/09/2024;21:00:00;SAO LEOPOLDO;DOUTOR HILLEBRAND, 1202, RIO DOS SINOS, SAO LEOPOLDO;QUALIFICADO;quarta-feira
1278;INDEPENDENCIA;717;CENTRO;2024;11/09/2024;13:30:00;SAO LEOPOLDO;INDEPENDENCIA, 717, CENTRO, SAO LEOPOLDO;QUALIFICADO;quarta-feira
1279;THEODOMIRO JOSE DE MELLO;585;FEITORIA;2024;11/09/2024;18:00:00;SAO LEOPOLDO;THEODOMIRO JOSE DE MELLO, 585, FEITORIA, SAO LEOPOLDO;SIMPLES;quarta-feira
1280;MANOEL JOSE BRAS;1249;SANTOS DUMONT;2024;12/09/2024;08:30:00;SAO LEOPOLDO;MANOEL JOSE BRAS, 1249, SANTOS DUMONT, SAO LEOPOLDO;VEICULO;quinta-feira
1281;MAUA;66;RIO DOS SINOS;2024;12/09/2024;06:30:00;SAO LEOPOLDO;MAUA, 66, RIO DOS SINOS, SAO LEOPOLDO;RESIDENCIA;quinta-feira
1282;OITAVO BC;162;FIAO;2024;12/09/2024;00:00:00;SAO LEOPOLDO;OITAVO BC, 162, FIAO, SAO LEOPOLDO;SIMPLES;quinta-feira
1283;DOS EUCALIPTOS;310;ARROIO DA MANTEIGA;2024;13/09/2024;05:00:00;SAO LEOPOLDO;DOS EUCALIPTOS, 310, ARROIO DA MANTEIGA, SAO LEOPOLDO;RESIDENCIA;sexta-feira
1284;INTEGRACAO;1383;FEITORIA;2024;13/09/2024;19:00:00;SAO LEOPOLDO;INTEGRACAO, 1383, FEITORIA, SAO LEOPOLDO;SIMPLES;sexta-feira
1285;JOSE DE BRITO FILHO;183;BOA VISTA;2024;13/09/2024;14:30:00;SAO LEOPOLDO;JOSE DE BRITO FILHO, 183, BOA VISTA, SAO LEOPOLDO;QUALIFICADO;sexta-feira
1286;LINDOLFO COLLOR;528;CENTRO;2024;13/09/2024;23:00:00;SAO LEOPOLDO;LINDOLFO COLLOR, 528, CENTRO, SAO LEOPOLDO;VEICULO;sexta-feira
1287;LORI HERZER;170;ARROIO DA MANTEIGA;2024;13/09/2024;22:00:00;SAO LEOPOLDO;LORI HERZER, 170, ARROIO DA MANTEIGA, SAO LEOPOLDO;VEICULO;sexta-feira
1288;MARECHAL FLORIANO;376;SANTOS DUMONT;2024;13/09/2024;00:00:00;SAO LEOPOLDO;MARECHAL FLORIANO, 376, SANTOS DUMONT, SAO LEOPOLDO;VEICULO;sexta-feira
1289;ALAGOAS;72;SCHARLAU;2024;14/09/2024;12:30:00;SAO LEOPOLDO;ALAGOAS, 72, SCHARLAU, SAO LEOPOLDO;QUALIFICADO;sábado
1290;ARNALDO PEREIRA DA SILVA;233;SANTOS DUMONT;2024;14/09/2024;02:00:00;SAO LEOPOLDO;ARNALDO PEREIRA DA SILVA, 233, SANTOS DUMONT, SAO LEOPOLDO;RESIDENCIA;sábado
1291;EMILIO BOECKEL;256;FIAO;2024;14/09/2024;22:00:00;SAO LEOPOLDO;EMILIO BOECKEL, 256, FIAO, SAO LEOPOLDO;FIOS E CABOS;sábado
1292;INDEPENDENCIA;714;CENTRO;2024;14/09/2024;15:30:00;SAO LEOPOLDO;INDEPENDENCIA, 714, CENTRO, SAO LEOPOLDO;SIMPLES;sábado
1293;ISLANDIA;10;SCHARLAU;2024;14/09/2024;12:00:00;SAO LEOPOLDO;ISLANDIA, 10, SCHARLAU, SAO LEOPOLDO;CELULAR;sábado
1294;LINDOLFO COLLOR;10;CENTRO;2024;14/09/2024;23:30:00;SAO LEOPOLDO;LINDOLFO COLLOR, 10, CENTRO, SAO LEOPOLDO;VEICULO;sábado
1295;PAROBE;1031;SCHARLAU;2024;14/09/2024;18:30:00;SAO LEOPOLDO;PAROBE, 1031, SCHARLAU, SAO LEOPOLDO;QUALIFICADO;sábado
1296;PRIMEIRO DE MARCO;821;CENTRO;2024;14/09/2024;15:30:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 821, CENTRO, SAO LEOPOLDO;SIMPLES;sábado
1297;SENADOR SALGADO FILHO;555;RIO DOS SINOS;2024;14/09/2024;12:00:00;SAO LEOPOLDO;SENADOR SALGADO FILHO, 555, RIO DOS SINOS, SAO LEOPOLDO;COMERCIO;sábado
1298;THOMAS EDSON;1502;SCHARLAU;2024;14/09/2024;11:00:00;SAO LEOPOLDO;THOMAS EDSON, 1502, SCHARLAU, SAO LEOPOLDO;QUALIFICADO;sábado
1299;ALFREDO HALAM;170;JARDIM AMERICA;2024;15/09/2024;03:00:00;SAO LEOPOLDO;ALFREDO HALAM, 170, JARDIM AMERICA, SAO LEOPOLDO;FIOS E CABOS;domingo
1300;ANTONIO CIRIO FLORES;117;RIO DOS SINOS;2024;15/09/2024;00:30:00;SAO LEOPOLDO;ANTONIO CIRIO FLORES, 117, RIO DOS SINOS, SAO LEOPOLDO;FIOS E CABOS;domingo
1301;BRASIL;1116;CENTRO;2024;15/09/2024;20:00:00;SAO LEOPOLDO;BRASIL, 1116, CENTRO, SAO LEOPOLDO;RESIDENCIA;domingo
1302;EDWINO FELIPPE GERNHARDT;686;RIO DOS SINOS;2024;15/09/2024;13:30:00;SAO LEOPOLDO;EDWINO FELIPPE GERNHARDT, 686, RIO DOS SINOS, SAO LEOPOLDO;CELULAR;domingo
1303;PRESIDENTE ROOSEVELT;1389;SAO MIGUEL;2024;15/09/2024;05:00:00;SAO LEOPOLDO;PRESIDENTE ROOSEVELT, 1389, SAO MIGUEL, SAO LEOPOLDO;FIOS E CABOS;domingo
1304;FRIEDRICH ALBRECHT;206;CAMPINA;2024;16/09/2024;08:00:00;SAO LEOPOLDO;FRIEDRICH ALBRECHT, 206, CAMPINA, SAO LEOPOLDO;RESIDENCIA;segunda-feira
1305;INDEPENDENCIA;604;CENTRO;2024;16/09/2024;18:30:00;SAO LEOPOLDO;INDEPENDENCIA, 604, CENTRO, SAO LEOPOLDO;QUALIFICADO;segunda-feira
1306;JOAO CORREA;1827;CENTRO;2024;16/09/2024;14:00:00;SAO LEOPOLDO;JOAO CORREA, 1827, CENTRO, SAO LEOPOLDO;SIMPLES;segunda-feira
1307;MAUA;3687;DUQUE DE CAXIAS;2024;16/09/2024;23:00:00;SAO LEOPOLDO;MAUA, 3687, DUQUE DE CAXIAS, SAO LEOPOLDO;COMERCIO;segunda-feira
1308;BRASIL;1023;CENTRO;2024;17/09/2024;14:00:00;SAO LEOPOLDO;BRASIL, 1023, CENTRO, SAO LEOPOLDO;RESIDENCIA;terça-feira
1309;DOM JOAO BECKER;482;CENTRO;2024;17/09/2024;03:00:00;SAO LEOPOLDO;DOM JOAO BECKER, 482, CENTRO, SAO LEOPOLDO;QUALIFICADO;terça-feira
1310;JACY PORTO;120;VICENTINA;2024;17/09/2024;04:00:00;SAO LEOPOLDO;JACY PORTO, 120, VICENTINA, SAO LEOPOLDO;RESIDENCIA;terça-feira
1311;LINDOLFO COLLOR;529;CENTRO;2024;17/09/2024;22:00:00;SAO LEOPOLDO;LINDOLFO COLLOR, 529, CENTRO, SAO LEOPOLDO;VEICULO;terça-feira
1312;LINDOLFO COLLOR;494;CENTRO;2024;17/09/2024;05:30:00;SAO LEOPOLDO;LINDOLFO COLLOR, 494, CENTRO, SAO LEOPOLDO;VEICULO;terça-feira
1313;LINDOLFO COLLOR;0;CENTRO;2024;17/09/2024;21:00:00;SAO LEOPOLDO;LINDOLFO COLLOR, 0, CENTRO, SAO LEOPOLDO;VEICULO;terça-feira
1314;CARLOS BIER;0;FEITORIA;2024;18/09/2024;19:30:00;SAO LEOPOLDO;CARLOS BIER, 0, FEITORIA, SAO LEOPOLDO;CELULAR;quarta-feira
1315;LIMA E SILVA;122;SANTOS DUMONT;2024;18/09/2024;15:00:00;SAO LEOPOLDO;LIMA E SILVA, 122, SANTOS DUMONT, SAO LEOPOLDO;VEICULO;quarta-feira
1316;LINDOLFO COLLOR;279;CENTRO;2024;18/09/2024;07:00:00;SAO LEOPOLDO;LINDOLFO COLLOR, 279, CENTRO, SAO LEOPOLDO;VEICULO;quarta-feira
1317;THOMAS EDSON;1499;SCHARLAU;2024;18/09/2024;02:00:00;SAO LEOPOLDO;THOMAS EDSON, 1499, SCHARLAU, SAO LEOPOLDO;FIOS E CABOS;quarta-feira
1318;CONCEICAO;621;CENTRO;2024;19/09/2024;15:00:00;SAO LEOPOLDO;CONCEICAO, 621, CENTRO, SAO LEOPOLDO;SIMPLES;quinta-feira
1319;CONCEICAO;469;CENTRO;2024;19/09/2024;14:30:00;SAO LEOPOLDO;CONCEICAO, 469, CENTRO, SAO LEOPOLDO;SIMPLES;quinta-feira
1320;FLORES DA CUNHA;204;CENTRO;2024;19/09/2024;22:00:00;SAO LEOPOLDO;FLORES DA CUNHA, 204, CENTRO, SAO LEOPOLDO;FIOS E CABOS;quinta-feira
1321;MEDIANEIRA;103;CRISTO REI;2024;19/09/2024;00:00:00;SAO LEOPOLDO;MEDIANEIRA, 103, CRISTO REI, SAO LEOPOLDO;SIMPLES;quinta-feira
1322;PADRE ALOYSIO SHENEM;0;CRISTO REI;2024;19/09/2024;10:30:00;SAO LEOPOLDO;PADRE ALOYSIO SHENEM, 0, CRISTO REI, SAO LEOPOLDO;QUALIFICADO;quinta-feira
1323;PRIMEIRO DE MARCO;263;CENTRO;2024;19/09/2024;14:00:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 263, CENTRO, SAO LEOPOLDO;QUALIFICADO;quinta-feira
1324;EDUARDO DE ALMEIDA;1323;SAO MIGUEL;2024;20/09/2024;04:00:00;SAO LEOPOLDO;EDUARDO DE ALMEIDA, 1323, SAO MIGUEL, SAO LEOPOLDO;RESIDENCIA;sexta-feira
1325;GETULIO VARGAS;2450;SAO JOAO BATISTA;2024;20/09/2024;17:30:00;SAO LEOPOLDO;GETULIO VARGAS, 2450, SAO JOAO BATISTA, SAO LEOPOLDO;CELULAR;sexta-feira
1326;INDEPENDENCIA;961;CENTRO;2024;20/09/2024;16:00:00;SAO LEOPOLDO;INDEPENDENCIA, 961, CENTRO, SAO LEOPOLDO;CELULAR;sexta-feira
1327;SAO DOMINGOS;1231;CENTRO;2024;20/09/2024;00:00:00;SAO LEOPOLDO;SAO DOMINGOS, 1231, CENTRO, SAO LEOPOLDO;FIOS E CABOS;sexta-feira
1328;SAO FRANCISCO;360;CENTRO;2024;20/09/2024;21:00:00;SAO LEOPOLDO;SAO FRANCISCO, 360, CENTRO, SAO LEOPOLDO;QUALIFICADO;sexta-feira
1329;VOLNEI SOARES MUNIZ;109;SAO MIGUEL;2024;20/09/2024;10:00:00;SAO LEOPOLDO;VOLNEI SOARES MUNIZ, 109, SAO MIGUEL, SAO LEOPOLDO;RESIDENCIA;sexta-feira
1330;FREDERICO GUILHERME SCHMIDT;102;VICENTINA;2024;21/09/2024;01:30:00;SAO LEOPOLDO;FREDERICO GUILHERME SCHMIDT, 102, VICENTINA, SAO LEOPOLDO;QUALIFICADO;sábado
1331;ISLANDIA;126;SCHARLAU;2024;21/09/2024;23:30:00;SAO LEOPOLDO;ISLANDIA, 126, SCHARLAU, SAO LEOPOLDO;ARROMBAMENTO;sábado
1332;LIBORIO MULER;340;SANTOS DUMONT;2024;21/09/2024;20:00:00;SAO LEOPOLDO;LIBORIO MULER, 340, SANTOS DUMONT, SAO LEOPOLDO;VEICULO;sábado
1333;MARQUES DO HERVAL;100;CENTRO;2024;21/09/2024;19:00:00;SAO LEOPOLDO;MARQUES DO HERVAL, 100, CENTRO, SAO LEOPOLDO;ARROMBAMENTO;sábado
1334;EMILIO BECKER;0;SANTO ANDRE;2024;22/09/2024;04:00:00;SAO LEOPOLDO;EMILIO BECKER, 0, SANTO ANDRE, SAO LEOPOLDO;CELULAR;domingo
1335;INDEPENDENCIA;260;CENTRO;2024;22/09/2024;15:30:00;SAO LEOPOLDO;INDEPENDENCIA, 260, CENTRO, SAO LEOPOLDO;CELULAR;domingo
1336;INDEPENDENCIA;464;CENTRO;2024;22/09/2024;14:30:00;SAO LEOPOLDO;INDEPENDENCIA, 464, CENTRO, SAO LEOPOLDO;CELULAR;domingo
1337;LEOPOLDO WASUN;351;SANTOS DUMONT;2024;22/09/2024;18:00:00;SAO LEOPOLDO;LEOPOLDO WASUN, 351, SANTOS DUMONT, SAO LEOPOLDO;VEICULO;domingo
1338;LINDOLFO COLLOR;915;CENTRO;2024;22/09/2024;04:00:00;SAO LEOPOLDO;LINDOLFO COLLOR, 915, CENTRO, SAO LEOPOLDO;QUALIFICADO;domingo
1339;ANTONIO CIRIO FLORES;0;RIO DOS SINOS;2024;23/09/2024;15:00:00;SAO LEOPOLDO;ANTONIO CIRIO FLORES, 0, RIO DOS SINOS, SAO LEOPOLDO;SIMPLES;segunda-feira
1340;DOM JOAO BECKER;592;CENTRO;2024;23/09/2024;11:00:00;SAO LEOPOLDO;DOM JOAO BECKER, 592, CENTRO, SAO LEOPOLDO;QUALIFICADO;segunda-feira
1341;GUILHERME ANTONIO STUMPF;59;ARROIO DA MANTEIGA;2024;23/09/2024;23:00:00;SAO LEOPOLDO;GUILHERME ANTONIO STUMPF, 59, ARROIO DA MANTEIGA, SAO LEOPOLDO;RESIDENCIA;segunda-feira
1342;INDEPENDENCIA;1047;CENTRO;2024;23/09/2024;15:00:00;SAO LEOPOLDO;INDEPENDENCIA, 1047, CENTRO, SAO LEOPOLDO;SIMPLES;segunda-feira
1343;JOAO CORREA;1735;CENTRO;2024;23/09/2024;13:00:00;SAO LEOPOLDO;JOAO CORREA, 1735, CENTRO, SAO LEOPOLDO;SIMPLES;segunda-feira
1344;JOVENAL LOPES;125;FEITORIA;2024;23/09/2024;00:00:00;SAO LEOPOLDO;JOVENAL LOPES, 125, FEITORIA, SAO LEOPOLDO;VEICULO;segunda-feira
1345;LEOPOLDO ALBINO SCHERER;360;SCHARLAU;2024;23/09/2024;00:00:00;SAO LEOPOLDO;LEOPOLDO ALBINO SCHERER, 360, SCHARLAU, SAO LEOPOLDO;VEICULO;segunda-feira
1346;LINDOLFO COLLOR;765;CENTRO;2024;23/09/2024;03:30:00;SAO LEOPOLDO;LINDOLFO COLLOR, 765, CENTRO, SAO LEOPOLDO;CELULAR;segunda-feira
1347;MAUA;2938;MORRO DO ESPELHO;2024;23/09/2024;02:30:00;SAO LEOPOLDO;MAUA, 2938, MORRO DO ESPELHO, SAO LEOPOLDO;FIOS E CABOS;segunda-feira
1348;PRIMEIRO DE MARCO;667;CENTRO;2024;23/09/2024;16:30:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 667, CENTRO, SAO LEOPOLDO;CELULAR;segunda-feira
1349;VALTER SANDER;173;FEITORIA;2024;23/09/2024;11:00:00;SAO LEOPOLDO;VALTER SANDER, 173, FEITORIA, SAO LEOPOLDO;SIMPLES;segunda-feira
1350;FLORESMEIRAS;60;SANTOS DUMONT;2024;24/09/2024;16:00:00;SAO LEOPOLDO;FLORESMEIRAS, 60, SANTOS DUMONT, SAO LEOPOLDO;SIMPLES;terça-feira
1351;GUARUJA;93;FEITORIA;2024;24/09/2024;18:30:00;SAO LEOPOLDO;GUARUJA, 93, FEITORIA, SAO LEOPOLDO;CELULAR;terça-feira
1352;JOSE LUIS SCHROEDER;119;RIO BRANCO;2024;24/09/2024;22:00:00;SAO LEOPOLDO;JOSE LUIS SCHROEDER, 119, RIO BRANCO, SAO LEOPOLDO;VEICULO;terça-feira
1353;PRIMEIRO DE MARCO;0;CENTRO;2024;24/09/2024;15:00:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 0, CENTRO, SAO LEOPOLDO;CELULAR;terça-feira
1354;SAO NICOLAU;72;CRISTO REI;2024;24/09/2024;09:30:00;SAO LEOPOLDO;SAO NICOLAU, 72, CRISTO REI, SAO LEOPOLDO;QUALIFICADO;terça-feira
1355;SAO SEBASTIAO DO CAI;275;PINHEIRO;2024;24/09/2024;06:30:00;SAO LEOPOLDO;SAO SEBASTIAO DO CAI, 275, PINHEIRO, SAO LEOPOLDO;RESIDENCIA;terça-feira
1356;CANAFISTULA;50;SANTOS DUMONT;2024;25/09/2024;16:30:00;SAO LEOPOLDO;CANAFISTULA, 50, SANTOS DUMONT, SAO LEOPOLDO;RESIDENCIA;quarta-feira
1357;MONTEVIDEU;50;SANTA TERESA;2024;25/09/2024;21:00:00;SAO LEOPOLDO;MONTEVIDEU, 50, SANTA TERESA, SAO LEOPOLDO;CELULAR;quarta-feira
1358;RIO DOURADOS;130;ARROIO DA MANTEIGA;2024;25/09/2024;16:30:00;SAO LEOPOLDO;RIO DOURADOS, 130, ARROIO DA MANTEIGA, SAO LEOPOLDO;SIMPLES;quarta-feira
1359;SAO PEDRO;651;CENTRO;2024;25/09/2024;15:30:00;SAO LEOPOLDO;SAO PEDRO, 651, CENTRO, SAO LEOPOLDO;QUALIFICADO;quarta-feira
1360;THEODOMIRO PORTO DA FONSECA;2120;PADRE REUS;2024;25/09/2024;15:00:00;SAO LEOPOLDO;THEODOMIRO PORTO DA FONSECA, 2120, PADRE REUS, SAO LEOPOLDO;SIMPLES;quarta-feira
1361;THEODOMIRO PORTO DA FONSECA;124;CENTRO;2024;25/09/2024;15:00:00;SAO LEOPOLDO;THEODOMIRO PORTO DA FONSECA, 124, CENTRO, SAO LEOPOLDO;SIMPLES;quarta-feira
1362;ALVARO SANTOS;297;SANTOS DUMONT;2024;26/09/2024;16:00:00;SAO LEOPOLDO;ALVARO SANTOS, 297, SANTOS DUMONT, SAO LEOPOLDO;SIMPLES;quinta-feira
1363;GENERAL PORTINHO;47;CAMPINA;2024;26/09/2024;08:00:00;SAO LEOPOLDO;GENERAL PORTINHO, 47, CAMPINA, SAO LEOPOLDO;RESIDENCIA;quinta-feira
1364;JOAO NEVES DA FONTOURA;811;CENTRO;2024;26/09/2024;17:00:00;SAO LEOPOLDO;JOAO NEVES DA FONTOURA, 811, CENTRO, SAO LEOPOLDO;CELULAR;quinta-feira
1365;PADRE PEDRO ERNESTO HAESER SJ;100;CRISTO REI;2024;26/09/2024;22:00:00;SAO LEOPOLDO;PADRE PEDRO ERNESTO HAESER SJ, 100, CRISTO REI, SAO LEOPOLDO;QUALIFICADO;quinta-feira
1366;ASSEMBLEIA PROVINCIAL;102;RIO DOS SINOS;2024;27/09/2024;11:00:00;SAO LEOPOLDO;ASSEMBLEIA PROVINCIAL, 102, RIO DOS SINOS, SAO LEOPOLDO;SIMPLES;sexta-feira
1367;AUGUSTA ROSALINA CHAVES;0;FAZENDA SAO BORJA;2024;27/09/2024;19:30:00;SAO LEOPOLDO;AUGUSTA ROSALINA CHAVES, 0, FAZENDA SAO BORJA, SAO LEOPOLDO;RESIDENCIA;sexta-feira
1368;IRMA SANTOS;478;SANTOS DUMONT;2024;27/09/2024;09:00:00;SAO LEOPOLDO;IRMA SANTOS, 478, SANTOS DUMONT, SAO LEOPOLDO;FIOS E CABOS;sexta-feira
1369;JOSE BONIFACIO;865;CENTRO;2024;27/09/2024;12:30:00;SAO LEOPOLDO;JOSE BONIFACIO, 865, CENTRO, SAO LEOPOLDO;VEICULO;sexta-feira
1370;JOSE BONIFACIO;0;CENTRO;2024;27/09/2024;23:30:00;SAO LEOPOLDO;JOSE BONIFACIO, 0, CENTRO, SAO LEOPOLDO;VEICULO;sexta-feira
1371;JOSE FRANCISCO;141;DUQUE DE CAXIAS;2024;27/09/2024;03:00:00;SAO LEOPOLDO;JOSE FRANCISCO, 141, DUQUE DE CAXIAS, SAO LEOPOLDO;VEICULO;sexta-feira
1372;SAO BORJA;3000;FAZENDA SAO BORJA;2024;27/09/2024;12:30:00;SAO LEOPOLDO;SAO BORJA, 3000, FAZENDA SAO BORJA, SAO LEOPOLDO;SIMPLES;sexta-feira
1373;IMPERATRIZ LEOPOLDINA;2121;PINHEIRO;2024;28/09/2024;09:00:00;SAO LEOPOLDO;IMPERATRIZ LEOPOLDINA, 2121, PINHEIRO, SAO LEOPOLDO;CELULAR;sábado
1374;RANDOLFO GUASQUE;493;ARROIO DA MANTEIGA;2024;28/09/2024;19:00:00;SAO LEOPOLDO;RANDOLFO GUASQUE, 493, ARROIO DA MANTEIGA, SAO LEOPOLDO;CELULAR;sábado
1375;DOS CANARIOS;282;ARROIO DA MANTEIGA;2024;29/09/2024;19:30:00;SAO LEOPOLDO;DOS CANARIOS, 282, ARROIO DA MANTEIGA, SAO LEOPOLDO;RESIDENCIA;domingo
1376;ESPIRITO SANTO;660;SCHARLAU;2024;29/09/2024;01:00:00;SAO LEOPOLDO;ESPIRITO SANTO, 660, SCHARLAU, SAO LEOPOLDO;RESIDENCIA;domingo
